"Atomic Number (Z)","Atomic Mass (A)","Level Index","Element","Level Energy (Modifier)","Level Energy","Level Energy (Unit)","Level Energy (Error)","Spin-Parity","Half-Life (Modifier)","Half-Life","Half-Life (Unit)","Half-Life (Error)","Decay Width (Modifier)","Decay Width","Decay Width (Unit)","Decay Width (Error)","Abundance (Modifier)","Abundance","Abundance (Error)","Mass Excess","Mass Excess (Unit)","Mass Excess (Error)","Decay Modes",
84,194,0,Po,,0,keV,,"0+",,392,ms,4,,,,,,,,-11004.617,keV,12.911,"A = 93 7,EC+B+ = 7 7",
84,195,0,Po,,0,keV,,"3/2-",,4.64,s,0.09,,,,,,,,-11116.655,keV,6.042,"A = 94 4,EC+B+ = 6 4",
84,195,1,Po,,150,keV,10,"13/2+",,1.92,s,0.02,,,,,,,,-10966.655,keV,11.683568119371753,"A =~ 100 ",
84,196,0,Po,,0,keV,,"0+",,5.63,s,0.07,,,,,,,,-13468.731,keV,5.383,"A = 94 5,EC+B+ = 6 5",
84,197,0,Po,,0,keV,0,"(3/2-)",,54,s,1,,,,,,,,-13393.078,keV,9.861,"A = 44 7,EC+B+ = 56 7",
84,197,1,Po,,199,keV,11,"13/2(+)",,25.8,s,0.2,,,,,,,,-13194.078,keV,14.772925268882938,"A = 84 9,EC+B+ = 16 9,IT?",
84,198,0,Po,,0,keV,,"0+",,1.76,m,0.02,,,,,,,,-15473.278,keV,17.424,"A = 57 2,EC+B+ = 43 2",
84,199,0,Po,,0,keV,,"3/2-",,5.5,m,0.2,,,,,,,,-15238.829,keV,5.429,"EC+B+ = 92.5 0.3,A = 7.5 0.3",
84,199,1,Po,,310,keV,2,"(13/2+)",,4.17,m,0.04,,,,,,,,-14928.829,keV,5.785675500751835,"A = 24 1,EC+B+ = 73.5 1,IT = 2.5 1",
84,200,0,Po,,0,keV,,"0+",,11.5,m,0.1,,,,,,,,-16941.683,keV,7.579,"EC+B+ = 88.7 0.4,A = 11.3 0.4",
84,201,0,Po,,0,keV,0,"3/2-",,15.5,m,0.2,,,,,,,,-16521.166,keV,4.942,"EC+B+ = 98.87 0.04,A = 1.13 0.04",
84,201,1,Po,,442.1,keV,2.3,"13/2+",,9,m,0.1,,,,,,,,-16079.066,keV,5.450996606126259,"EC+B+ = 41.4 0.7,IT = 56.2 1.2,A = 2.4 0.5",
84,202,0,Po,,0,keV,0,"0+",,44.6,m,0.4,,,,,,,,-17941.569,keV,8.67,"EC+B+ = 98.08 0.07,A = 1.92 0.07",
84,203,0,Po,,0,keV,0,"5/2-",,36.7,m,0.5,,,,,,,,-17310.819,keV,4.64,"EC+B+ = 99.89 0.02,A = 0.11 0.02",
84,203,1,Po,,641.64,keV,0.14,"13/2+",,45,s,2,,,,,,,,-16669.179,keV,4.642111588490738,"IT = 100 0",
84,204,0,Po,,0,keV,0,"0+",,3.518,h,0.013,,,,,,,,-18341.045,keV,10.071,"EC+B+ = 99.327 0.027,A = 0.673 0.027",
84,205,0,Po,,0,keV,,"5/2-",,1.79,h,0.11,,,,,,,,-17521.398,keV,10.059,"EC+B+ = 99.96 0.01,A = 0.04 0.01",
84,206,0,Po,,0,keV,0,"0+",,8.8,d,0.1,,,,,,,,-18188.668,keV,4.012,"EC+B+ = 94.55 0.05,A = 5.45 0.05",
84,207,0,Po,,0,keV,0,"5/2-",,5.8,h,0.02,,,,,,,,-17145.7,keV,6.659,"EC+B+ = 99.979 0.002,A = 0.021 0.002",
84,207,1,Po,,1383.16,keV,0.07,"19/2-",,2.79,s,0.08,,,,,,,,-15762.54,keV,6.659367912947895,"IT = 100 0",
84,208,0,Po,,0,keV,,"0+",,2.898,y,0.002,,,,,,,,-17469.207,keV,1.672,"A = 99.996 0.0004,EC+B+ = 0.004 0.0004",
84,209,0,Po,,0,keV,0,"1/2-",,124,y,2.9,,,,,,,,-16366.015,keV,1.778,"A = 99.545 0.007,EC+B+ = 0.455 0.007",
84,210,0,Po,,0,keV,0,"0+",,138.378,d,0.004,,,,,,,,-15953.06,keV,1.146,"A = 100 0",
84,211,0,Po,,0,keV,0,"9/2+",,0.516,s,0.003,,,,,,,,-12432.492,keV,1.255,"A = 100 0",
84,211,1,Po,,1462,keV,5,"(25/2+)",,25.3,s,0.4,,,,,,,,-10970.492,keV,5.155096992298011,"A = 99.984 0.004,IT = 0.016 0.004",
84,212,0,Po,,0,keV,,"0+",,295,ns,0.4,,,,,,,,-10369.408,keV,1.153,"A = 100 0",
84,212,1,Po,,2930,keV,10,"(18+)",,45.1,s,0.6,,,,,,,,-7439.407999999999,keV,10.06625099031412,"A = 99.93 0.02,IT = 0.07 0.02",
84,213,0,Po,,0,keV,0,"9/2+",,3.706,us,0.001,,,,,,,,-6653.519,keV,3.053,"A = 100 0",
84,214,0,Po,,0,keV,0,"0+",,163.48,us,0.04,,,,,,,,-4469.972,keV,1.449,"A = 100 0",
84,215,0,Po,,0,keV,,"9/2+",,1.781,ms,0.003,,,,,,,,-541.771,keV,2.12,"A = 99.99977 0.00002,B- = 0.00023 0.00002",
84,216,0,Po,,0,keV,0,"0+",,144,ms,0.6,,,,,,,,1782.336,keV,1.815,"A = 100 0",
84,217,0,Po,,0,keV,,"(9/2+)",,1.53,s,0.05,,,,,,,,5883.452,keV,6.544,"A = 97.5 2.5,B- = 2.5 2.5",
84,218,0,Po,,0,keV,,"0+",,3.097,m,0.01,,,,,,,,8356.652,keV,1.967,"A = 99.978 0.003,B- = 0.022 0.003",
84,219,0,Po,,0,keV,,"(9/2+)",,10.333333333333334,m,0.9833333333333333,,,,,,,,12681.361,keV,15.835,"B- = 71.8 2,A = 28.2 2",
84,220,0,Po,,0,keV,0,"0+",,,,,,,,,,,,15263.462,keV,17.698,"B- = 100 0",
84,221,0,Po,,0,keV,,,,1.8666666666666667,m,+0.9666666666666667-0.4666666666666667,,,,,,,,19773.757,keV,19.561,"B- = 100 ",
84,222,0,Po,,0,keV,,"0+",,2.4166666666666665,m,+11.566666666666666-1.1,,,,,,,,22486.268,keV,40.054,"B- = 100 0",
84,223,0,Po,,0,keV,0,,,,,,,,,,,,,27079,keV,196,"B- = 100 0",
84,224,0,Po,,0,keV,0,"0+",,,,,,,,,,,,29910,keV,196,"B- = 100 0",
84,225,0,Po,,0,keV,0,,,,,,,,,,,,,34580,keV,300,"B- = 100 0",
84,226,0,Po,,0,keV,0,"0+",,,,,,,,,,,,37549,keV,401,"B- = 100 0",
84,227,0,Po,,0,keV,0,,,,,,,,,,,,,42281,keV,401,"B- = 100 0",
85,191,0,At,,0,keV,,"(1/2+)",,1.7,ms,+1.1-0.5,,,,,,,,3863.913,keV,16.103,"A =~ 100 ",
85,192,0,At,,0,keV,,"(9-),(10-)",,88,ms,6,,,,,,,,2925.742,keV,27.873,"A = 100 ,ECSF = 0.5 ",
85,192,1,At,,0,keV,,,,11.5,ms,0.6,,,,,,,,2925.742,keV,27.873,"A = 100 ,ECSF = 0.5 ",
85,193,0,At,,0,keV,,"(1/2+)",,28,ms,+5-4,,,,,,,,-67.323,keV,21.632,"A =~ 100 ",
85,194,0,At,,0,keV,,"(4-),(5-)",,286,ms,7,,,,,,,,-716.49,keV,23.502,"A =~ 100 ,ECSF =~ 0.8 ,EC+B+?",
85,194,1,At,,10,keV,30,"(9-),(10-)",,323,ms,7,,,,,,,,-706.49,keV,38.10963138105642,"A =~ 100 ,ECSF =~ 0.8 ,EC+B+?,IT?",
85,195,0,At,,0,keV,,"(1/2+)",,309,ms,19,,,,,,,,-3470.299,keV,9.573,"A = 100 ",
85,195,1,At,,33,keV,1,"(7/2-)",,144,ms,3,,,,,,,,-3437.299,keV,9.625088519073474,"A = 88 4,IT = 12 4",
85,196,0,At,,0,keV,,"(3+)",,377,ms,4,,,,,,,,-3913.175,keV,30.235,"A = 97.5 0.3,EC+B+ = 2.5 0.3,ECSF = 0.009 0.001",
85,197,0,At,,0,keV,0,"(9/2-)",,388,ms,6,,,,,,,,-6355.255,keV,7.983,"A = 96.1 1.2,EC+B+ = 3.9 1.2",
85,197,1,At,,52,keV,10,"(1/2+)",,2,s,0.2,,,,,,,,-6303.255,keV,12.795635544981733,"A =~ 100 ,EC+B+?,IT?",
85,198,0,At,,0,keV,,"(3+)",,4.47,s,0.1,,,,,,,,-6708.747,keV,4.904,"A = 90 10,EC+B+ = 10 10",
85,198,1,At,,265,keV,3,"(10-)",,1.22,s,0.05,,,,,,,,-6443.747,keV,5.748844753513526,"A = 84 16,EC+B+ = 16 16",
85,199,0,At,,0,keV,,"(9/2-)",,6.97,s,0.13,,,,,,,,-8823.377,keV,5.384,"A = 92 +3-8,EC+B+ = 8 +8-3",
85,199,1,At,,244,keV,2,"(1/2+)",,273,ms,9,,,,,,,,-8579.377,keV,5.743470727704635,"IT =~ 99 ,A =~ 1 ",
85,200,0,At,,0,keV,,"(3+)",,43,s,1,,,,,,,,-8987.894,keV,24.465,"A = 53 4,EC+B+ = 47 4",
85,200,1,At,,113,keV,3,"(7+)",,47,s,1,,,,,,,,-8874.894,keV,24.648249937875914,"A = 43 7,EC+B+ = 57 7",
85,200,2,At,,344,keV,5,"(10+)",,6.4,s,0.5,,,,,,,,-8643.894,keV,24.970707338799997,"A = 10.5 0.3,IT = 89.5 0.3,EC+B+?",
85,201,0,At,,0,keV,0,"(9/2-)",,85,s,2,,,,,,,,-10789.441,keV,8.184,"A = 71 7,EC+B+ = 29 7",
85,202,0,At,,0,keV,0,"3(+)",,184,s,1,,,,,,,,-10595.106,keV,27.601,"EC+B+ = 88 7,A = 12 7",
85,202,1,At,,190,keV,40,"7(+)",,182,s,2,,,,,,,,-10405.106,keV,48.59851027552182,"EC+B+ = 91.4 1.1,A = 8.6 1.1",
85,202,2,At,,590,keV,40,"10(-)",,0.46,s,0.05,,,,,,,,-10005.106,keV,48.59851027552182,"IT = 99.904 0.011,A = 0.096 0.011",
85,203,0,At,,0,keV,0,"9/2-",,7.4,m,0.1,,,,,,,,-12162.607,keV,10.623,"EC+B+ = 69 3,A = 31 3",
85,204,0,At,,0,keV,0,"7+",,9.2,m,0.1,,,,,,,,-11875.252,keV,22.668,"EC+B+ = 96.1 0.2,A = 3.9 0.2",
85,204,1,At,,587.3,keV,0.2,"10-",,108,ms,10,,,,,,,,-11287.952000000001,keV,22.66888228387099,"IT = 100 0",
85,205,0,At,,0,keV,0,"9/2-",,26.9,m,0.8,,,,,,,,-12984.519,keV,12.055,"EC+B+ = 90 2,A = 10 2",
85,206,0,At,,0,keV,0,"(6)+",,30.5,m,0.6,,,,,,,,-12439.388,keV,13.529,"EC+B+ = 99.1 0.1,A = 0.9 0.1",
85,207,0,At,,0,keV,0,"9/2-",,1.81,h,0.03,,,,,,,,-13227.482,keV,12.406,"EC+B+ =~ 90 ,A =~ 10 ",
85,208,0,At,,0,keV,,"6+",,1.63,h,0.03,,,,,,,,-12469.901,keV,8.921,"EC+B+ = 99.45 0.06,A = 0.55 0.06",
85,209,0,At,,0,keV,0,"9/2-",,5.42,h,0.05,,,,,,,,-12883.773,keV,4.745,"EC+B+ = 95.9 0.5,A = 4.1 0.5",
85,210,0,At,,0,keV,0,"(5)+",,8.1,h,0.4,,,,,,,,-11972.099,keV,7.695,"EC+B+ = 99.825 0.02,A = 0.175 0.02",
85,211,0,At,,0,keV,0,"9/2-",,7.216,h,0.006,,,,,,,,-11647.191,keV,2.729,"A = 41.78 0.08,EC = 58.22 0.08",
85,212,0,At,,0,keV,0,"(1-)",,314,ms,2,,,,,,,,-8628.149,keV,2.385,"A =~ 100 ",
85,212,1,At,,222.9,keV,0.4,"(9-)",,121,ms,2,,,,,,,,-8405.249,keV,2.4183103605616876,"A = 99.5 0.5,IT = 0.5 0.5",
85,213,0,At,,0,keV,0,"9/2-",,124,ns,6,,,,,,,,-6579.522,keV,4.898,"A = 100 0",
85,214,0,At,,0,keV,0,"1-",,558,ns,10,,,,,,,,-3379.151,keV,3.982,"A = 100 0",
85,215,0,At,,0,keV,,"9/2-",,37,us,3,,,,,,,,-1256.583,keV,6.629,"A = 100 ",
85,216,0,At,,0,keV,0,"1-",,0.3,ms,0.03,,,,,,,,2256.678,keV,3.575,"A =~ 100 ",
85,217,0,At,,0,keV,,"9/2-",,32.6,ms,0.2,,,,,,,,4394.598,keV,5.001,"A = 99.993 0.003,B- = 0.007 0.003",
85,218,0,At,,0,keV,,"(3-),(2-)",,1.28,s,0.05,,,,,,,,8100.218,keV,11.503,"A = 99.95 0.05,B- = 0.05 0.05",
85,219,0,At,,0,keV,,"(9/2-)",,56,s,3,,,,,,,,10396.021,keV,3.237,"A = 93.6 1,B- = 6.4 1",
85,220,0,At,,0,keV,,"3",,3.71,m,0.04,,,,,,,,14375.748,keV,13.972,"B- = 92 2,A = 8 2",
85,221,0,At,,0,keV,,,,2.3,m,0.2,,,,,,,,16782.729,keV,13.972,"B- = 100 ",
85,222,0,At,,0,keV,,,,54,s,10,,,,,,,,20953.028,keV,15.835,"B- = 100 ",
85,223,0,At,,0,keV,,,,50,s,7,,,,,,,,23428.008,keV,13.972,"B- = 100 ",
85,224,0,At,,0,keV,,,,1.2666666666666666,m,+2.3-0.38333333333333336,,,,,,,,27711.018,keV,22.356,"B- = 100 0",
85,225,0,At,,0,keV,0,,,,,,,,,,,,,30300,keV,300,"B- = 100 0",
85,226,0,At,,0,keV,0,,,,,,,,,,,,,34660,keV,300,"B- = 100 0",
85,227,0,At,,0,keV,0,,,,,,,,,,,,,37430,keV,300,"B- = 100 0,B-N?",
85,228,0,At,,0,keV,0,,,,,,,,,,,,,41880,keV,400,"B- = 100 0,B-N?",
85,229,0,At,,0,keV,0,,,,,,,,,,,,,44890,keV,400,"B- = 100 0,B-N?",
86,193,0,Rn,,0,keV,,,,1.15,ms,0.27,,,,,,,,9042.92,keV,25.112,"A =~ 100 ",
86,194,0,Rn,,0,keV,,"0+",,0.78,ms,0.16,,,,,,,,5724.624,keV,16.659,"A =~ 100 ",
86,195,0,Rn,,0,keV,,"3/2-",,6,ms,+3-2,,,,,,,,5050.285,keV,51.686,"A =~ 100 ",
86,195,1,Rn,,60,keV,50,"13/2+",,5,ms,+3-2,,,,,,,,5110.285,keV,71.91274293197277,"A =~ 100 ",
86,196,0,Rn,,0,keV,,"0+",,4.4,ms,+1.3-0.9,,,,,,,,1975.169,keV,14.054,"A =~ 100 ,EC+B+?",
86,197,0,Rn,,0,keV,0,"(3/2-)",,55,ms,+6-5,,,,,,,,1510.368,keV,16.193,"A =~ 100 ",
86,198,0,Rn,,0,keV,,"0+",,65,ms,2,,,,,,,,-1230.32,keV,13.42,"A = 90 10,EC+B+ = 10 10",
86,199,0,Rn,,0,keV,,"(3/2-)",,0.6,s,0.02,,,,,,,,-1559.846,keV,7.297,"A =~ 100 ",
86,199,1,Rn,,222,keV,13,"(13/2+)",,0.312,s,0.015,,,,,,,,-1337.846,keV,14.907924369274214,"A =~ 100 ",
86,200,0,Rn,,0,keV,0,"0+",,1.03,s,0.02,,,,,,,,-4000.454,keV,5.792,"A = 86 +14--4,EC+B+ = 14 +4-14",
86,201,0,Rn,,0,keV,0,"(3/2-)",,7,s,0.4,,,,,,,,-4107.413,keV,10.121,"A = 0 ,EC+B+?",
86,201,1,Rn,,248,keV,18,"(13/2+)",,3.8,s,0.1,,,,,,,,-3859.4129999999996,keV,20.650293968851873,"A = 0 ,EC+B+?",
86,202,0,Rn,,0,keV,0,"0+",,9.75,s,0.13,,,,,,,,-6274.561,keV,17.52,"A = 78 8,EC+B+ = 22 8",
86,203,0,Rn,,0,keV,0,"3/2-",,44,s,2,,,,,,,,-6184.045,keV,5.815,"A = 66 9,EC+B+ = 34 9",
86,203,1,Rn,,362,keV,4,"13/2+",,26.9,s,0.5,,,,,,,,-5822.045,keV,7.057919310958436,"A = 75 10,EC+B+ = 25 10",
86,204,0,Rn,,0,keV,0,"0+",,74,s,1,,,,,,,,-7970.115,keV,7.444,"A = 72 1,EC+B+ = 28 1",
86,205,0,Rn,,0,keV,0,"5/2-",,170,s,3,,,,,,,,-7709.764,keV,5.08,"A = 25 1,EC+B+ = 75 1",
86,206,0,Rn,,0,keV,0,"0+",,6.29,m,0.2,,,,,,,,-9132.918,keV,8.591,"A = 62 3,EC+B+ = 38 3",
86,207,0,Rn,,0,keV,0,"5/2-",,9.25,m,0.17,,,,,,,,-8634.742,keV,4.742,"A = 21 3,EC+B+ = 79 3",
86,208,0,Rn,,0,keV,,"0+",,24.28,m,0.16,,,,,,,,-9655.389,keV,10.163,"A = 62 7,EC+B+ = 38 7",
86,209,0,Rn,,0,keV,0,"5/2-",,28.7,m,0.9,,,,,,,,-8941.049,keV,9.96,"A = 17 2,EC+B+ = 83 2",
86,210,0,Rn,,0,keV,0,"0+",,2.42,h,0.04,,,,,,,,-9604.764,keV,4.557,"A = 96 1,EC+B+ = 4 1",
86,211,0,Rn,,0,keV,0,"1/2-",,14.7,h,0.2,,,,,,,,-8755.33,keV,6.813,"A = 27.4 1.7,EC = 72.6 1.7",
86,212,0,Rn,,0,keV,0,"0+",,23.9,m,1.2,,,,,,,,-8659.219,keV,3.11,"A = 100 0",
86,213,0,Rn,,0,keV,0,"(9/2+)",,19.38,ms,0.19,,,,,,,,-5695.949,keV,3.37,"A = 100 0",
86,214,0,Rn,,0,keV,0,"0+",,259,ns,3,,,,,,,,-4319.664,keV,9.187,"A = 100 0",
86,215,0,Rn,,0,keV,,"9/2+",,2.3,us,0.1,,,,,,,,-1168.99,keV,6.09,"A = 100 ",
86,216,0,Rn,,0,keV,0,"0+",,29,us,4,,,,,,,,253.312,keV,5.768,"A = 100 0",
86,217,0,Rn,,0,keV,,"9/2+",,0.59,ms,0.06,,,,,,,,3658.566,keV,4.198,"A = 100 ",
86,218,0,Rn,,0,keV,,"0+",,33.75,ms,0.15,,,,,,,,5217.413,keV,2.316,"A = 100 ",
86,219,0,Rn,,0,keV,,"5/2+",,3.96,s,0.01,,,,,,,,8829.337,keV,2.1,"A = 100 ",
86,220,0,Rn,,0,keV,,"0+",,55.6,s,0.1,,,,,,,,10611.994,keV,1.814,"A = 100 ",
86,221,0,Rn,,0,keV,,"7/2+",,25.7,m,0.5,,,,,,,,14471.354,keV,5.714,"A = 20 2,B- = 80 2",
86,222,0,Rn,,0,keV,,"0+",,3.82146,d,0.00016,,,,,,,,16371.957,keV,1.944,"A = 100 ",
86,223,0,Rn,,0,keV,,"7/2",,24.3,m,1,,,,,,,,20389.738,keV,7.822,"B- = 100 ",
86,224,0,Rn,,0,keV,,"0+",,114,m,6,,,,,,,,22445.098,keV,9.814,"B- = 100 ",
86,225,0,Rn,,0,keV,,"7/2-",,4.66,m,0.04,,,,,,,,26534.143,keV,11.14,"B- = 100 ",
86,226,0,Rn,,0,keV,,"0+",,7.4,m,0.1,,,,,,,,28747.194,keV,10.477,"B- = 100 ",
86,227,0,Rn,,0,keV,,"(3/2+)",,20.8,s,0.7,,,,,,,,32885.835,keV,14.091,"B- = 100 ",
86,228,0,Rn,,0,keV,,"0+",,65,s,2,,,,,,,,35243.466,keV,17.677,"B- = 100 ",
86,229,0,Rn,,0,keV,,"(5/2+)",,12,s,+1.2-1.3,,,,,,,,39362.4,keV,13.041,"B- = 100 ",
86,230,0,Rn,,0,keV,0,"0+",,,,,,,,,,,,42170,keV,200,"B- = 100 0",
86,231,0,Rn,,0,keV,0,,,,,,,,,,,,,46550,keV,300,"B- = 100 0",
87,197,0,Fr,,0,keV,0,"(7/2-)",,0.6,ms,+3-0.3,,,,,,,,10253.968,keV,56.434,"A =~ 100 ",
87,198,0,Fr,,0,keV,,,,15,ms,3,,,,,,,,9577.698,keV,31.13,"A =~ 100 ",
87,198,1,Fr,,0,keV,,,,1.1,ms,0.7,,,,,,,,9577.698,keV,31.13,"A =~ 100 ",
87,199,0,Fr,,0,keV,0,"(1/2+)",,4.5,ms,+3.1-1.3,,,,,,,,6771.388,keV,13.726,"A =~ 100 ",
87,200,0,Fr,,0,keV,,"(3+)",,50,ms,2,,,,,,,,6133.578,keV,30.524,"A =~ 100 ,ECSF = 1.4 ",
87,201,0,Fr,,0,keV,0,"(9/2-)",,63,ms,3,,,,,,,,3588.573,keV,9.08,"A =~ 100 ",
87,201,1,Fr,,130,keV,14,"(1/2+)",,27,ms,9,,,,,,,,3718.573,keV,16.686713277335354,"A =~ 100 ",
87,202,0,Fr,,0,keV,0,"(3+)",,364,ms,15,,,,,,,,3101.538,keV,6.033,"A =~ 100 ",
87,202,1,Fr,,257,keV,6,"(10-)",,286,ms,13,,,,,,,,3358.538,keV,8.508647894936068,"A =~ 100 ",
87,203,0,Fr,,0,keV,0,"9/2-",,550,ms,10,,,,,,,,876.412,keV,6.232,"A =~ 100 ",
87,203,1,Fr,,361,keV,6,"1/2+",,43,ms,4,,,,,,,,1237.412,keV,8.65088573499847,"IT = 80 4,A = 20 4",
87,204,0,Fr,,0,keV,0,"3+",,1.8,s,0.3,,,,,,,,607.308,keV,24.581,"A = 92 2,EC+B+ = 8 2",
87,204,1,Fr,,41,keV,7,"7+",,2.2,s,0.2,,,,,,,,648.308,keV,25.55827773931569,"A = 90 2,EC+B+ = 10 2",
87,204,2,Fr,,316,keV,7,"10-",,1.65,s,0.15,,,,,,,,923.308,keV,25.55827773931569,"A = 66 10,EC+B+ = 24 10",
87,205,0,Fr,,0,keV,0,"9/2-",,3.9,s,0.07,,,,,,,,-1309.816,keV,7.824,"A = 98.5 0.4,EC+B+ = 1.5 0.4",
87,206,0,Fr,,0,keV,0,"3(+)",~,16,s,,,,,,,,,-1246.859,keV,27.811,"A = 88.4 3.3,EC+B+ = 11.6 3.3",
87,206,1,Fr,,200,keV,40,"7(+)",~,16,s,,,,,,,,,-1046.859,keV,48.71808412694407,"A = 84.7 1.5,EC+B+ = 15.3 1.5",
87,206,2,Fr,,730,keV,40,"10(-)",,0.7,s,0.1,,,,,,,,-516.8589999999999,keV,48.71808412694407,"IT = 87 2,A = 13 2",
87,207,0,Fr,,0,keV,0,"9/2-",,14.8,s,0.1,,,,,,,,-2849.021,keV,17.557,"A = 95 2,EC+B+ = 5 2",
87,208,0,Fr,,0,keV,,"7+",,58.6,s,0.4,,,,,,,,-2664.928,keV,11.657,"A = 89 3,EC+B+ = 11 3",
87,209,0,Fr,,0,keV,0,"9/2-",,50.5,s,0.7,,,,,,,,-3782.144,keV,11.503,"A = 89 3,EC+B+ = 11 3",
87,210,0,Fr,,0,keV,0,"6+",,3.18,m,0.06,,,,,,,,-3343.508,keV,13.42,"A = 71 4,EC+B+ = 29 4",
87,211,0,Fr,,0,keV,0,"9/2-",,3.1,m,0.02,,,,,,,,-4140.314,keV,11.991,"A = 87 3,EC = 13 3",
87,212,0,Fr,,0,keV,0,"5+",,20.3,m,0.6,,,,,,,,-3515.998,keV,8.775,"A = 43 2,EC+B+ = 57 2",
87,213,0,Fr,,0,keV,0,"9/2-",,34.17,s,0.06,,,,,,,,-3554.199,keV,4.707,"A = 99.45 0.05,EC+B+ = 0.55 0.05",
87,214,0,Fr,,0,keV,0,"(1-)",,5.5,ms,0.2,,,,,,,,-958.327,keV,8.519,"A = 100 0",
87,215,0,Fr,,0,keV,,"9/2-",,89,ns,5,,,,,,,,318.137,keV,7.066,"A = 100 ",
87,216,0,Fr,,0,keV,0,"(1-)",,0.7,us,0.02,,,,,,,,2971.022,keV,4.174,"A = 100 0",
87,217,0,Fr,,0,keV,,"9/2-",,22,us,5,,,,,,,,4314.663,keV,6.531,"A = 100 ",
87,218,0,Fr,,0,keV,,"1-",,1.1,ms,0.3,,,,,,,,7059.44,keV,4.235,"A = 100 ",
87,219,0,Fr,,0,keV,,"9/2-",,22,ms,4,,,,,,,,8616.939,keV,6.874,"A = 100 ",
87,220,0,Fr,,0,keV,,"1+",,27.4,s,0.3,,,,,,,,11482.332,keV,4.028,"A = 99.65 0.05,B- = 0.35 0.05",
87,221,0,Fr,,0,keV,,"5/2-",,4.801,m,0.009,,,,,,,,13277.251,keV,4.886,"A = 99.995 0.003,B- = 0.005 0.003,14C = 8.8e-11 1.1e-11",
87,222,0,Fr,,0,keV,,"2-",,14.2,m,0.3,,,,,,,,16378.103,keV,7.452,"B- = 100 ",
87,223,0,Fr,,0,keV,,"3/2(-)",,21.99,m,0.07,,,,,,,,18382.329,keV,1.931,"B- = 99.994 ,A = 0.006 0",
87,224,0,Fr,,0,keV,,"1(-)",,3.33,m,0.1,,,,,,,,21748.614,keV,11.178,"B- = 100 ",
87,225,0,Fr,,0,keV,,"3/2-",,4,m,0.1,,,,,,,,23820.602,keV,11.967,"B- = 100 ",
87,226,0,Fr,,0,keV,,"1-",,49,s,1,,,,,,,,27520.539,keV,6.23,"B- = 100 ",
87,227,0,Fr,,0,keV,,"1/2+",,2.47,m,0.03,,,,,,,,29682.445,keV,5.898,"B- = 100 ",
87,228,0,Fr,,0,keV,,"2-",,38,s,1,,,,,,,,33384.221,keV,6.732,"B- = 100 0",
87,229,0,Fr,,0,keV,,"(1/2+)",,50.2,s,0.4,,,,,,,,35668.253,keV,5.001,"B- = 100 ",
87,230,0,Fr,,0,keV,0,,,19.1,s,0.5,,,,,,,,39486.769,keV,6.541,"B- = 100 0",
87,231,0,Fr,,0,keV,0,"(1/2+)",,17.6,s,0.5,,,,,,,,42080.575,keV,7.731,"B- = 100 0",
87,232,0,Fr,,0,keV,0,"(5)",,5.5,s,0.6,,,,,,,,46072.834,keV,13.972,"B- = 100 ",
87,233,0,Fr,,0,keV,0,,,0.9,s,0.1,,,,,,,,48920.052,keV,19.561,"B- = 100 0,B-N?",
88,201,0,Ra,,0,keV,0,"(3/2-)",,8,ms,+40-4,,,,,,,,11936.817,keV,20.301,"A = 100 0",
88,201,1,Ra,,260,keV,30,"(13/2+)",,1.6,ms,+7.7-0.7,,,,,,,,12196.817,keV,36.22334331615457,"A = 100 0",
88,202,0,Ra,,0,keV,0,"0+",,3.8,ms,+1.6-1.1,,,,,,,,9074.9,keV,15.018,"A =~ 100 ",
88,203,0,Ra,,0,keV,0,"3/2-",,31,ms,+17-9,,,,,,,,8601.331,keV,9.688,"A =~ 100 ",
88,204,0,Ra,,0,keV,0,"0+",,58,ms,+9-8,,,,,,,,6061.097,keV,8.924,"A =~ 100 ",
88,205,0,Ra,,0,keV,0,"(3/2-)",,215,ms,+42-35,,,,,,,,5803.853,keV,22.772,"A =~ 100 ",
88,205,1,Ra,,263,keV,52,"(13/2+)",,170,ms,+60-40,,,,,,,,6066.853,keV,56.76763148132922,"A =~ 100 ",
88,206,0,Ra,,0,keV,0,"0+",,240,ms,17,,,,,,,,3565.613,keV,18.008,"A =~ 100 ",
88,207,0,Ra,,0,keV,0,"(3/2-),(5/2-)",,1.4,s,0.2,,,,,,,,3513.988,keV,58.286,"A =~ 86 ,EC+B+ =~ 14 ",
88,208,0,Ra,,0,keV,,"0+",,1.11,s,0.045,,,,,,,,1727.934,keV,9.023,"A = 87 3,EC+B+ = 13 3",
88,209,0,Ra,,0,keV,0,"5/2-",,4.8,s,0.2,,,,,,,,1858.24,keV,5.747,"A =~ 100 ",
88,210,0,Ra,,0,keV,0,"0+",,3.9,s,0.1,,,,,,,,442.839,keV,9.193,"A =~ 100 ",
88,211,0,Ra,,0,keV,0,"5/2(-)",,13,s,1,,,,,,,,831.87,keV,4.966,"A =~ 100 ",
88,212,0,Ra,,0,keV,0,"0+",,13,s,0.2,,,,,,,,-198.763,keV,10.254,"A =~ 100 ",
88,213,0,Ra,,0,keV,0,"1/2-",,2.73,m,0.05,,,,,,,,345.557,keV,9.818,"A = 86 2,EC+B+ = 14 2",
88,214,0,Ra,,0,keV,0,"0+",,2.438,s,0.016,,,,,,,,92.74,keV,5.25,"A = 99.94 0.004,EC = 0.06 0.004",
